text,labels
mkuu nimesoma japo kunamuda nimehisi naforce kusoma auni mausingizi tu makali ndio maana nahisi hivyo ila kikubwa naona kama unaandika haraka sana kama unakimbizwa hivyo kukosa mtiririkomzuri,0
kirahisi hivyo,0
daaaah jamaa umenikata moto eti ntaendelea siku nyingine wakat nilitamani useme ntaendelea baadae story nzuri kinyama,0
hivi iliendelea kwel hii na muendelezo wake naupataje,0
asteria anakusalimia,0
tatizo la uume kusinyaa tatizo la uume kusinyaa mwanaume anayepatwa na tatizo hili anapokuja kujigundua huona kama mabadiliko makubwa yaliyotokea ghafla katika viungo vyake vya siri mwanamke mwen,0
,0
sema hakyanani kwahiyo wao ni maguvu maguvu kila mahali,0
halafu unasumbuaga kwa pesa uchwara sana,0
chai,0
kumbe bado mdogo mwanaume hapimwi kwa urefu wa uume wala ubora kitandani mwanaume anapimwa kwa kubeba majukumu na kukabiliana na changamoto za maishakama huna hivi jiangalie unaweza ukaleft hata,0
walaa sijamaanisha hivo mie,0
msumari,0
duuh mkuu nakupa marks zote umetosha sana na hi summary demu kakutana na nini after ndoa huko kuna shida,0
swala la mtoto huwa naamini mtoto wako ni yule ambae mama mtoto anakwambia ni wako basi ndio huyo wako habari za kupigiwa kuuziwa mtoto sio za kufuatilia sana,0
siku mwana akanambia nimshindikize kinondoni mara kuna dem anakwenda kumchek nikajua mwana kapata bint mzuri maeneo yale sisi hao na gari hadi kinondoni maeneo fulan kuna baa na upande wa pi,0
sure,0
story yako haieleweki,0
ulishindwa kuramba uchi tu uli fail sana,0
wapi huko sin city maendeleohayanachama,0
basi endelea kutafuta mjini utapata au omba connection kwa joka,0
hahahahaha,0
hahahah mkuu kiupande fulani uko sahihi muda mwingine soft language inapunguza utamu wa lugha,0
kkkkkkkkkk,0
huwa inashangaza sana mtu kukashifu kabila zima dini yote majina ya aina flani yote sababu tu una mifano ya watu wachache waliokupitia au unaowafahamu kwenye maisha yako,0
dah umeongea kweli tupu mkuu,0
duh,0
kuhara hara behaviour,0
we jamaa mbona una hasira hivyo,0
mahakama nchini argentina imewahukumu mapadri wawili wa kanisa katoliki kifungo cha zaidi ya miaka jela kila mmoja kwa kosa la kuwanyanyasa kingono watoto viziwi katika shule ya kanisa bbc ime,0
umeongea kwa uchungu sana ngozi nyeusi haisaidiki ndio kwanza ukiisaidia inakuombea we uliyeisaidia ufilisike ipate cha kuongea ngozi nyeusi ukipa kaziinanza kukufiti we ulieipa kazi italala bar,0
wasimamie biashara zao zikisimama watakuja kurudisha hela niwape wengine tugawane umasikini wanachukua hela hizo ulizowakopesha wanalewawanatombana na kuambukizana magonjwa ya ajabu ajabu wa,0
uliyoandika ni kweli mkuusasa hivi nimebaki kapuku nilianza mradi wa magari nikawapa wadogo zangu wakati huo wanaishi kwangu mwisho wa siku nimeuzia kila kitu garage safari hii nimejiunga bajaj,0
duuuh htr tupu,0
ngenye zikizidi akilia haifanyi kazi kabisa,0
ndio maajabu haya majitu yana hoja dhaifu sana aisee hawa ni wanadamu above na wanatombana whats wrong with that mkuuhawa maccm ni hatari sana salum mwalimu anawapa joto baya sana,0
tumia tafsida mkuu,0
tumia tafsida wewe,0
kha mkuu lugha pleease,0
kama ya madam wema sepetu,0
yap kwa kuwa tuna nguvu za kiume lazima tu to mbane,0
mbona sehemu zote muhimu umezitaja,0
bandari salama salmini hiyo,0
ninashukuru kawe yangu wala haipo,0
sio dar tu,0
yaani mwananyamala haipo,0
bangi imekukosea nini yaani una group bangi na vitu vya hovyo kama ushoga kuwa serious wewe,0
hapo nimepamiss mabibo mwisho haposupu la utumbo asubuhi na chapatijioni supu ya pweza mchana tulikua tunaenda kuchukua samaki kuruka mabwawani kule dar kuna wanawake wazuri usipime najichang,0
inaonekana ushoga umetawala maeneo mengi huko dar baada ya miaka kutakuwa na wanaume pande hizo kweli,0
sawa kabisa ila ipunguzie kidogo makali,0
sawa,0
watu si wanaumwa,0
mada closed,0
ngoja apate ukimwi ndio atajua hajui,0
una umri gani acha kukwepa majukumu na kuendekeza umalaya oaaaaa,0
brother comment yako imenivuruga na kuniacha na uchovu mwingi sana yani sijaelewa kitu ila pole kwa unayopitia tuko pamoja,0
hapana mkuu,0
mzima ni wewe,0
ukumbuke pia upande wa pili kuwa walikuwa wanahudumia mke sio gelofrend,0
na wao wameamishia makazi dodoma,0
hahahaa,0
wanaume tunafanana madam,0
na nyie wanawake,0
au sio,0
kwamba unataka uwaombee mkuu,0
basi kaa utulie dada angu haya maswala ya kiume huyawezi,0
nakazia nakazia nakazia,0
cheki mende hii,0
nendeni duniani mkazae na muongezeke,0
bwana mbona amewaza mbali hivyo,0
kipindi hicho wanawake walikuwa na nidhamu na walikuwa wanatoa mbususu hakunaga mwanaume mbahili kwa mwanamke mnyenyekevu,0
acha hizo,0
kwa mweli,0
peleka ulokole wako huko pumbavu,0
vmalaya sana acha yawakute tu ova,0
case,0
jiulize apart from sex what else can you offer kwa hao wanaume ili wakuhudumie,0
mbona yako sina au we mwanamke,0
mbona wanakeketwa lakini bado ni wahuni tu,0
halafu hawana kazi za kufanya kama una kazi hauwezi kufikiria ngono namna hiyo na ndio maana yananenepa hovyo,0
kazi unayo unataka kufuga mbwa koko,0
roho mbaya tuu so mnataka wenzenu wasisikie raha,0
swali zuri akikujibu nitag,0
naanzaje kuwa na mpenzi mwingine zaidi yako,0
we unajali maneno ya watu au mume kupambania kulea familia samahani mkuuhata ivo binadamu hatulingani,0
muislam anaefanya hivyo anajuhwa akabisa hapo anakufuru lakini mkristo anafanya hivyo akijuwa hiyo ni pepo majina siyo imani namjuwa mkristo anaitwa abdallah,0
umemshauri na mkeo kweli,0
sasa mbona unamfokea,0
duuh mkuu pole sana kwa yaliyo kukuta japo sijaelewa kilichokusibunilichoelewa ni kua umeamua kuanzisha uzi ndani ya uzi wa mtupole sana ndio maisha tuendelee kupambana tu pole mkuu,0
hapana ni tofauti,0
ila hizi dini hizi,0
sahihi kabisaumalaya ni tabia,0
maneno makali yaukweli kabisa umalaya ni starehe ya maskini kwa ujumla hilo nimeliamini,0
exactly,0
usiwahukumu mkuu,0
babe gani tena we miss mbona unataka kutuokota hapaaa we ni single forever,0
wa kizazi kipi mkuu,0
washamba sana yaan,0
mimi nimesema sasaiv mtu atakavyo nijia ndivyo namjia nitamtukana mpak akatubu kwenye makabur ya kwao,0
hutaki kuona mzigo weyeee,0
imebidi nicheke tu,0
tunamrithi mama bibi shangazi na dada zako,0
mkuu kwani wemgeni humu,0
jmn duh,0
haya maswali yako yantoa jasho,0
ni kweli,0
mdogo wangu huyajui maisha,0
tatizo kubwa ni ccm basi,0
uhuru ndio huu wa kuuwana na kubambikiana kesi na kutaifishana,0
uhuni wa kupenda mbunye nitakufa nao,0
kwaann utokee nje kupokea cm,0
mwambie awe mpole,0
usiwaite wanawake malayasio wote wanafanya hivyo,0
mwanamke haachwi anapumzishwa tu,0
dah sasa mbona unanipa shambulio la aibu nimekosea wapi mimi,0
imekuuma eeeh,0
msiogope,0
haya,0
bwana yesu asifiwe,0
hapoo sasa,0
aisee unawaburuza,0
dah hapa tutasingizia raana,0
pole aiseee hapendi uchat hivi,0
wanawake mbona mna hasira sana,0
fujo kupita kiasi,0
hilo la kutembeza nguo na viatu ni kweli kabisa,0
ukafe kwanza wewe na ukoo wako ewe mbakaji,0
umri sini namba chief au kunakingine mtu anaoa ana kulea ana,0
jamani,0
shoga azai shoga ushoga ni tabia ya kujifunza sawa na ulevi umalayautejaukibaka nk ushoga ni ugonjwa wa kiroho,0
s sawa mkewe ally,0
your wrong dear its what we call true love,0
wanaangalia fursa kuna kuhama chimbo ndani ya mkoa huohuo hadi kuhama mkoa,0
acha kulima hujalazimishwa,0
muhimu utelezi,0
utoto raha sana,0
nimecheka sana hapa aiseee,0
ni genye tu dadaangu naomba ushauri,0
patachimbika hapa acha niache amani ya jukwaa itawale maana ushahidi wa wanawake anao wafata kunichafua upo,0
ulikatomba,0
mh,0
msiwaogope wachawi,0
usisahau pia wanawake wa zamani kwenye shida na raha atakuwa na wewe leo hii mwanaume mambo yakiyumba kazini umefukuzwa tayari hapo hakuna ndoa ishu kubwa wanawake wa sasa hamna uvumilivu mwanaume,0
ni kweliumalaya kukosa maadili,0
khaaaaaah,0
true love comes with jealous in it dear poleeee,0
una ka umalaya kanakusumbua,0
umenichekesha kwelibaba jose apewe dem wake,0
wewe uncle umesema utampa connection ya mashangazi,0
tutafute hela tu hakuna jinsi,0
msengelema sana unafrwa nini matusi ya nini,0
hakika umenena vema,0
hahahah namzungumzia dk slaa huyu hapana,0
mimi nimekuelewa,0
kabisa mkuu binti kaamua kumuangushia mwalim jumba bovu,0
kabisa mkuu binti kaamua kumuangushia mwalim jumba bovu,0
wote kundi moya we chalii,0
yote yanawezekana,0
wivu utamuua akikuacha chap wazee wa kazi wanachangamkia fursa,0
unajua unae flirt nae hapa jf ni huyo unaemdhania huko kwenye mitandao nloitaja mnajianika live real you,0
hayakuhusu,0
punguzeni jaziba mtauwa watu kwa hasira,0
tuwaache baada ya kuokoka hilo ndilo swali la msingi,0
una watoto wa kike au ukoo wenu hauna wanawake jifunze kuheshimu binadam mkuu tofauti za kibinadam zisimyime haki binadam mwenzako,0
wazeee mnapendaa iwe siriiii,0
hayamkuti mbuzi kuna jamaa kasema tako lilipauka kama turubai,0
hatuachi watu tuna ngoma ndio iwe gono mbususu zenu tamuuuu,0
muambie ale chuma hikooo,0
kumbe nawewe ni utombile,0
nakutumia dedication song mbosso huyo hapo,0
mtoto mpuuzi sana wewe,0
ulisemalo ni kweli kwa maelezo ya awali ya wazazi wa ester alikutwa na kitabu cha majibu kwenye mtihani aliponyanganywa hicho kitabu na kupewa karatasi nyingine kuanza upya vitimbi vilianzia hapo,0
kuwa makini sana hapa kuna mawili kama mwanamke akibaki na mtoto mosianaweza kumtumia mtoto kama sehemu ya kupata kipato yaani anataka matumizi ambayo baadhi ya pesa atatumia yeye kama yeye pil,0
mwenzako anasema hakuna soko iweje wewe uje kuuza,0
mimi magonjwa kama kisukari hivulevi umalayapressure cancerhayo trendi yake ni kubwa mnokama ndugu yako mmja kapata jiandae,0
pepo likishajenga madhabahu ni ngumu mno kulitoa,0
haya maneno umeyatoa kwa john sins,0
shida yangu kwanini uzae ni single maza na uleee watoto wake wakati kuna wasichana kibao wamejaa tena hawana watoto mwanaume tafuta pesa wanawake wapo wengi sio kwenda kujibana kwa singo mama,0
najikinga,0
kumbe watu huwa wanachukulia serious,0
hehe,0
zero brain,0
acha kiherehere,0
watu wote weak wanatabia kama zako,0
unayofanyiwa unadhani kila mtu anafanyiwa pia,0
heeeee,0
wacha weee,0
choko wee kafirw uko,0
halafu mara nyingi wanaopinga ushoga ni mashoga ripoti zinasema wapingaji ushoga walishawahi kufirwa au kufira katika kipindi fulani cha maisha yao na imebainika kuwa watu hawa walipasuliwa puru,0
nenda kalime hutopungukiwa kitu mnaijaza tu hii dsm na mnaongeza joto tokeni bhana mmezidi kujazana,0
kafirw,0
poleeee kwa stress za maishaaaa huna furahaaa khaaaaah,0
ndo nimetokaa kuchezea kifiroo hapa tume pumzikaaa nuksi unazoo tangu unazaliwa leo unashaukwaa dyadyaa em kaa kwa kutuliaaa lol,0
mkipigwa mkipigwa ban mna enda kuazima acc za wengine ili mmalizie matusi yaliyobaki na huko mnapigwa ban mods hoyee,0
unaona upupu unaoongea kwa sababu we ni nunda chokoraa tu huna elimu maana mtu mwenye akili hawezi kuongea upumbavu kama huo na mtu usiyemfahamu wewe ni shwine,0
kumbe ulikuwa unataka kusokonyolewa si ungesema mapema tu,0
we mbwa koko usiye na elimu haya hayakuhusu kwa uropokaji wako huo unaonekana kabisa we ni lipumbavu tu lisilikuwa na elimu wacha kuongea mambo yasiyokuhusu sio kila uzi humu ni wa kwako mbwa w,0
daah nikki tena sema hakuna uchaguzi wa haki afrika,0
mnakiburi cha uzima siyo unatukana kwasababu umeshiba kiporo cha kande hapo kwa shemeji yako kumbuka taifa linaomboleza sasa hivi,0
kati ya vitu huwa havinisumbui ni kilaza mmoja kujificha nyuma ya keyboard na kuandika matusi umetaka kujua video clip ilipo na nimekutag sasa sijui wataka kupapaswa uwemba,0
that s nature of your brain tangiapo sijaona neno ama tusi jipya ulilotukana mkuu ungeomba ushauri kwa koo yako yote marafikipia na hata utumie mtandao ugugo upate tusi jipya japo utaonyesha n,0
yawezekana katolewa figo nyie mnasema kafirw,0
domo la hujaza ya ujazayo moyo,0
duh,0
muda upi funguka,0
kweli haiwezekani mtu akutumie million kadhaa uende malta kisa tigokuna tigo ngapi huko,0
hii tabia ya kuramba matakle ya kina chongolo ili watoto wako waende chooni ni ya kishenzi sana fanya kazi utapakuliwa mpaka lini,0
kwanini watu mkiambiwa ukweli mnachukia,0
na bado mtakasirika sana hakuna kuajiriwa njoo nikupe kazi ya kutombwa bandani na kusuguliwa makalio,0
cheki usha panick unaanza kukimbia na chupi mkononi,0
ulifikiri hatuna majibu ya wapuuzi kama wewe ukileta umama unapewa umama ewe simbilizi,0
ahsante,0
haya kafirw na makengeza mbowe huna akili,0
basha mpya uliempata siku hizi anakutia kiburi sana,0
hii ni hatari kama tumefikia hatua ya kutukanana itafikana mahali tutapigana kisa kuna baadhi tuna uthubutu wa kulipinga tunapoona hili jambo kutoka kwa wazungu ni batili na wapo baadhi yetu,0
hii mada siyo size yako i rest my case,0
kafirw na makengeza mbowe macho ku mchuziiiii,0
sitakutukana wala kutumia lugha duni kama zako kulikotokea jua pana msemo nadhani unakuhusu sana kubwa jinga ni wazi kuwa mada mkononi huna uelewa ufahamu hoja wala stamina nayo ushauri wa,0
una tabia za kike punguza mdomo dada wanaume haturopoki,0
kwamba na alikiba kafirw sana,0
duh aise basi jamani inatosha ova,0
wewe mgogo kafirw huko,0
shoga ni babako choko wa mwendokas wewe,0
kafirw huko acha kuparamiya uzi za watu,0
teh teh teh kafirw bamia ndefunene,0
acha upumbavu nimeuliza nani kafiri kuna mtu aliandika kafiri wewe na imekuwa ni mazoea ya kishenzi ya waislamu wengi kutamkia wengine makafiri,0
unazungumza utumbo nimekuandikia p r e p profit r revenue e expeses but expenses expenditure e loan repaymentsl therefore p rrevenue expenditure e loan repayments l ta,0
hamna kitu kama hicho,0
kaffir racial term wikipedia,0
wewe mkund nn kumamak kafirw lumumba huko mpaka wakutie mimba unafikiri kuna mtu atakubali huu ushauri wako wa kikum kum hapa malay wewe,0
akiri,0
teh teh teh point yangu wewe boya tu mtoto wa kiume unajiita powdermarinda hayawezi kuwa salama hayo,0
wewerwe madamerwe b yourwe arerwe vererwe mtundurwe i meanrwe yourwe creativerwe ovarwe,0
you must be crazy,0
kwani uongo ffu noooooooooomaaaaaaaaa wanatembeza kichapo balaaa,0
punguza hasira mkuu japo wanakera kishenzi pumanina zao,0
wivu truuu basi katombw wewe,0
umepatwa na hasira lakini nilichosema ni uhalisia,0
mzabzab hapo unaharibu sasaaa,0
acha ujinga mzabzab hicho kitu asije kubaliana nacho abadani,0
sio rahisi kumwambia hivyo,0
mzee matusi ya nini tena kwani kuna tu aliyekuita hapa,0
kulalwa ni haki yangu na nainjoi una kingine,0
halafu mbona siandiki maneno ya hovyo yako ukiandika bila kuweka maneno yenye ukakasi huwezi eleweka kwani naona unajibu kwa hasira kama mkeo ndiye kachepuka,0
hafaidi wala nini na yeye yuko kama huyo hapo aliyejiua ni basi tu namkazia,0
mkuu hata wako akigawa hauna shida,0
is human and has blood running through her veins then bliv u me her kugegedwa with other men is as certain as death itself so relax my main man mbususu is there foe us to share and once u ha,0
hata namna unavyoandika inaashiria umri wako hauzidi vuta subira umri ukisonga utaelewa ninachokueleza hapa,0
nikukumbushe kitu mzabzab mara nyingi wanaume wanaojiua kwenye mapenzi ni wale ambao wameganda kwa mwanamke mmoja kitambo lkn wale ma playboy wazee wa michepuko huwezi kuta wamefanya ujinga huo,0
demu anajua jamaa ndio mume mtarajiwa so kula mbususu tu bila kuoa sio matarajio ya demu labda awe jamaa awe anamdanganya amemsamehe atamuoa kumbe anataka mbususu ya bure,0
mwanamke nae hivyo hivyo so tukubali ukweli mchungu kuwa katika maisha ya ndoa kutombewa mke itatokea knowingly au unknowingly ila mie binafsi niseme tuu mke wangu siwezi kumuwacha eti kisa k,0
qmaamaee zako,0
ban inakuhusu,0
nenda ukatubu upate nguvu ya kumkemea shetani anayekutawala,0
haya ndiyo yalikuwa majibu yenu hata kipindi kile mlipo pewa dhamana ya kuhudumu huko mlikotimuliwahebu fikiri mtu wa aina hii ndiye aliyeajiriwa kwa kodi za wananchi awahudumiehalafu anawaambia,0
katombw,0
mkuuupo salama na hii comment yako,0
sema kwako wewe labda na hakuna sehemu nimesema ni wote sasa unakuta labda ulianzishiwa mapenzi kibandidu kiasi kwamba hata kukumbuka ni kutia maumivu tu mwanamke unakuta first sex yake alijiku,0
nawaonea wivu wewe na nani mimi naongea na wewe reject,0
reject kama wewe anaekutomba nae si amekosa kazi wewe si bora mtu apige punyeto tu halafu achana na ujumuishi sijazungumzia wanawake nakuzungumzia wewe reject sasa unataja neno wanawake kutaf,0
bado wewe ni hypocrite unaweka za nini sasa,0
ulipatikana kwa hicho kiambishi toa maoni yako kwa mtendewa i e mama yako,0
mbona unamtukana mwenzio hvyo,0
mistari miwili ya mwanzo umeongea sahihi lakini hapo mwishoni umevurunda,0
ndio sifa kuu za kuwa vuvuzer lazm utoke jalalan ambako lugha za kihuni km hizi common shame on you,0
aisee mkuu kwa nini unanitusi kiasi hiki niliye reply comment yake amejibu kiustaarabu,0
ndugu achana nae huyo mi hata akiporomosha matusi yote ya hii dunia siwezi kujali sana manake ni maoni yake siwezi kutukanana na mtu nisiyemfahamu cha muhimu ni kwamba umefika na nashukuru ba,0
matusi ya kingereza wala hayanogi ngoja mimi nikupe la kiswahili ili nilban potelea kule aah katombw unakokotomb a,0
kama alivyofanya aliyekuleta duniani na ww ukazaliwa asingefanyiwa hivyo usingekujaa,0
mbona povu mkuu tulia tu vumilia ili upate ushauri ukiwa na povu wengine watakuja na nguo chafu uwafulie,0
ataukitukana haisaidii kuweni makini mtamalizana mmemkata kata kamanda wenu mambo gani sasa hayo,0
waache wasanii waigize kufakuliakuzaakuzikakuishi maisha ya kifahari ila alieigiza xxx huyo katombw ki kweli kweli,0
simba ni waseng huyu kipa sio kipa wa kudaka simba,0
mkuu wambie hao washamba mtu umuambie tu andika history yako hapa hawezi lakini mtu mdomo mrefu ndio wanajia hawa njau,0
hii nchi ya watu waseng sana,0
jamiiforums,0
wajapan na wasouth korea siku hizi wamekuwa waseng sana uchoko mwingi mno,0
makalio yako yana sugu kwa sababu ya kuingiliwa quemermayo kabisa,0
pumbavu sana makufuli na waseng wenzake,0
sportybet neo nikiweka code wanaleta unknown error kibao,0
dereva kakirudisha chombo kwenye mstari mkuu stardust jk,0
mbona kashinda we kwako ulimpajempaje,0
usitukane,0
unfortunately huwa siingii kwenye hiyo platform,0
hao mashabili wasenger sanaa ila bado wanakula kwa nunge manina zao,0
wasenger hawa kumsala mmss ams a yao wanatombwer hawsa,0
hahahahaha,0
yule wa juzi kigauni kimini cheusi mtoto wa kiume hawakuona sijui,0
anatafuta likizo mapemaaa,0
mfano,0
bara,0
duh ova,0
kwa huu uandishi wako tu wewe ni choko li,0
duuuh kazi ipoo,0
sasa wakubalike mara ngapiii,0
kweli tena mkuu huyu ni kudaka man u kabisa au al ahly kama ni afrika,0
tugange yajayo,0
ha ha ha,0
pro russia wote ni waseng na mnakojolewa,0
jibu la kisenge wasenge,0
wamezinguaa,0
nakazia,0
kuna watu waseng wanafikiri kuna watumwa na manamba wa kuwazalyshia wengine chakula cha bwerere kama unataka bei rahisi za kifala hizo kalime chakula chako,0
sahihi,0
nyie wa bara ndio mnawalazimishambona hamleti kura ya maoni,0
wangese sana walikuwa bora huyu mama anajipapatua,0
kama huna uhakika epusha taharuki,0
wanaweka sawa mitambo,0
sasa mahanithi wanawapimaje,0
choko hili hapa,0
kweli raia mmechokq,0
matusi yanasaidia nini,0
hapa kwetu wapo kibao kina gwajima mwamposa kakobe mzee wa upako mwakasege na waseng wengine kibao,0
wamejificha tu hapa wanasbr maajab hakuna maajab leo inter anarud nymbn na mabegi tu leo sio kombe,0
maticha most of them hawajielewi kabisaa,0
mashindano ya africa si lelemama ukiachia ubora kiwanjani kuna issues nyingine zinazochagiza ili uweze kufanikiwa,0
sasa wasengee nao wanahusika hapa,0
wewe unaumia nini sasa kama sio mmoja wao,0
huuu mshati mshati huuu mshati,0
muongezee na prof r b lokina hapo,0
kwahiyo unatakaje na nyinyi muachwe mujiachie,0
wataendelea kupigwa tindo za kichwa mpaka waishe,0
kuna watu wanapga mpunga kwa kuwatengeneza hao kaka,0
hhhahaha nenda oxygen mkuu,0
kwa mujibu wa wabunge wenyewe,0
mkuu una uhakika wa kumfunga muarabu kwake goli,0
yaan wewe,0
kuna mashine za kusaga na kukoboa,0
hkunaga single sector au fani kwamba ndio suluhisho huo ni uongo maisha yote yanaratibiwa na kanuni za uchumi supply vs demandinnovations,0
mtaa mmoja,0
ila kuingiziana vidole sio ndio useng wenyewe huo au,0
pro nyeito kmmmko,0
umegonga mule mule,0
hawa waseng vikoba vinawapa jeuri kuhisi wanaweza zaidi ya wanaume na kupitia hivyo vikoba wanauza nyapu zao ile mbaya,0
mimi nawajua wanajeshi kama sita wanaoingiliwa kuna wawili wako tabora,0
tulazimishe serikali moja wazenji ndio wanaloogopa kote wameshajaa na hata kijeshi hatuwawezi maana huku ni wao watu wakiigeuza tanganyika watakavyo,0
yeah,0
kwa hiyo na wao watangaze,0
hehe arusha beibee,0
matusi hayo mkuu lakini,0
wewe kijana mbona unatukana watu hadharani,0
he,0
kwani hujui,0
japo mimi ni wa huko ila machalii wa kaskazini ni waseng nilikulia mkoani saiv nimerudi moshi kupga chuo ndo nimekuja kuona kama serekali haitaingilia kati moshi na arusha vijana wataisha mana wa,0
mpira ukishaingia kichwan kutoka sio rahisi,0
nilitaka nishangaeile we mzee jamani,0
punguza ukali wa maneno boss,0
aisee arusha sehemu gani,0
ni sawa tu si ndio kumejaa waseng na wasagaji,0
wasenger washaruhusu goli,0
hicho kisu kimegusa mfupa ujue,0
wewe endelea kuliwa maana mnapigania haki zenu zakufokolewa hakika biden atawapa mjinafasi vizuri nikheri mngehamia kabisa huko ili mpigwe pipe kwa uhuru,0
peleken kesi sio mnalalamikia kweny keyboard,0
huu uwanja nina wasiwasi unalogwa sana huu yani ni jamvi la wachawi kabisaa si bure,0
ngoja tuone raia wema wanaweza kumpeleka,0
sasa hapo unamrekebisha nini wakati kakosea kila kitu,0
ni swala la muda tu server zao zitakaa sawa tangu jana hii kitu,0
akina jecha leo kaburi lake litafukiwa na watu wa chini kabisaa sio wale aliwabeba,0
hiyo sheria imekataza kila kundi sasa kwa nini huseme hivyo au unasapoti mambo ya hovyo,0
tatizo hawajipangi barabarani mambo yanamalizwa kwa mtandao,0
lakin idadi uao kubwa ni chama chakavu,0
kote wako tena wengine ndio haohao wanaowapigia kelele madheha walio bayana tunajifanya wanafiki tu,0
na hapo wapo kwao,0
kila zigo wanamwangushia jpm hizo pesa alizokwiba ziko wapi sasa,0
kumbe we msengerema kama kinyamkela mahaba ahhahhaa,0
tukimaliza wabunge tunahamia kwa viongozi wa vyama vya siasa,0
sanaaaaa,0
hakuna watu jasiri kuongea kama waseng e,0
aisee,0
kabisa masenge mengine,0
pole mkuu this too shall pass,0
polee mzee walihisi huna matumizi navyo,0
utafanya nini na dunia inaendeshwa na wakristo na wakristo wa usa na uk ndiyo walileta serikali ya muungano,0
huyo raisi choko wa icc hana la kumfanya putin,0
asee una references,0
kumbe pale kuna wachezaji wanatoa kishuzi,0
cooma neener zao wote alafu tunalipishwa sisi na kodi zetu za kuchangishana na tra,0
aseee ni noma zaidi ya drug cartel,0
wakati baba yako namgonga nyuma ulimsikia anapiga kelele,0
goli nikosa la onyango,0
wewe unasema orodha inafichwa kwani bunge letu tukufu lina watu wa sampuli hiyo,0
hata yule aliyekuwa akimwingilia nae akamatwe tena wanaonekana wote ni wasenge sigara kali mwanaume rijali hawezi chezea dushe la mwanaume mwenzake,0
kabsa inabidi kukemea kwa nguvu na kuchukua hatua,0
nilijua tu hakuna jambo hapa huku umepotea dogo acha matusi,0
una hoja lkn umetumia lugha isiyo na staha jukwaa hili halitaki vichaa,0
timu limejaa matenga ya mapapai,0
we mtoto weweee ngoja game iishe hii,0
ngoja chawa wao waje,0
hasira za nini lete mpunga vingunguti tujilie kwa buku kilo wewe,0
wewe endelea kutukana usisahau ndg yako yupo anapakuliwa huko,0
hahaha mkuu umeongea kwa uchungu sana,0
kweli aisee hawa ni mbwa kbs,0
vipi ndugu waendeleaji na hali vipi limeyumbishwa au hapana jamaa karudi ama bado kakaziwa,0
pickup iwafanye nn mkuu,0
leta ushaidi,0
itakua mie mwenezi wao unajuajee,0
watoe warrant ya kumkamata bush na sacozy kwanza ndio wamkamate na putin,0
azam hawana kosa kaka mawimbi ya tv kwa mtindo wa satelaiti huathiriwa na uwepo wa mawingu ya mvua,0
ila ya mabingwa tumeshaingia cyo ya maluza,0
iyo ndo bye bye utaishia kutukana,0
wabunge mazuzu hatimae wapata kiki baada ya kuwekewa mjadala mwepesi kuhusu machokowasenge ambae sijamsikia ni zuzu wa jimbo langu la bukoba vijijini jasson rweikiza enyi mazuzu shughulikieni s,0
acha hasira kula chuma hiko mbwer wewe,0
hahahaha pole mkuu,0
we have more important issues to address than what is happening inside walls and a roof,0
teh teh eti na masanja ova,0
kichwani umejaza takataka nyingi sana,0
kama orodha ya wabunge mashoga unayohapo basi tusaidie kuiweka humu jf,0
mwisho wa ubaya aibu,0
na take notes mkuu,0
hawa shida ni nini mkuu au ukahaba,0
sawa mkuu ila uwe na kifua tu usije zimia majibu yakitoka,0
mi mtu mzima kidogo usinihusishe kwenye ufiraji umenikosea na kujivunia sana heshima please futa hiyo comment,0
nafikiri haki umeielewa ni ipi,0
wenyewe wanakuambia mshahara ukingia wala haugusi anaishi kwa pesa za dili tu ova,0
dah jamaa umeongea kwa hisia sana ndio tz,0
njoo nikuuzie,0
msamehe bure aisee,0
hiyo ni tabia ya ukoo wako mzima sisi tunawaiga tu,0
wakitajwa hadharani muungano utavunjika,0
tunawalia mingo tuu waendelee kuogopa kujitaja huko bungeni sisi chadema tutarudi tena pale pale eneo lile lile la mwembe yanga kutaja list of shame no wanao shikishwa ukuta,0
sasa wanakosajee hao ndo walengwa hasa na watakuwa live,0
ila acha kutaja,0
wewe na mm tukiwajua hao mashoga itatusaidia nn sasa,0
ukimuamini mwanamke ujue ndo mwisho wa uhai wako unakaribia,0
siku hizi kuna gender za aina mkuu male female i prefer not to say,0
wabunge wa ccm wamegeuka watu gani,0
wanataka tuwalee siye,0
kweli tutafute hela tuache ungese wanawake wamejaa duniani wanachokata ni kugegedwa tuu,0
jibu zuri,0
ndiyo mbunge mama masaburi kasema hayo bungeni na hakuna aliyekanusha bunge la ccm lina machokomabashawasagaji na wasagwaji,0
acha mitusi yako mkuu mtoa mada kaongea ukweli tupu wewe kinachokuuma ni nini,0
hahahah dogo ulienda bila taarifa nini,0
kunywa maji mengi jombaa,0
kweli umepagawa mkuu,0
wameishafingana tayari ndani ya dakika mbili tayari ni kwa,0
ufalme gani bhana ufalme ni hapa duniani ukishakufa unaoza hakuna mfalme alieoza wala hakunaga mwili mpya jipe moyo,0
kumbe walipimwa ndio nasikia kwako leo,0
bwashee una makasiriko sana,0
heeeee kaka hahahahahahahah,0
leta ushahidi mkuu sio adithi za mapokeo ya kiarabu,0
wenyewe hawa hapa chini wanakusikia mashoga wengi ni timu sa,0
sasa si kwaajili ya kulinda faragha za waheshimiwa,0
bilashaka we mmojawapo,0
